Day;L;M;S;P01;P1;P3;P5;P10;P15;P25;P50;P75;P85;P90;P95;P97;P99;P999;Tipo;Genero
430;0.0477;10.123;0.1098;7.19;7.829;8.226;8.444;8.79;9.031;9.399;10.123;10.9;11.34;11.647;12.117;12.432;13.049;14.174;P;M
431;0.0475;101.301;0.10981;7.195;7.834;8.231;8.45;8.796;9.038;9.406;10.13;10.907;11.348;11.655;12.126;12.441;13.058;14.184;P;M
432;0.0472;101.372;0.10982;7.2;7.84;8.237;8.455;8.802;9.044;9.412;10.137;10.915;11.356;11.664;12.135;12.45;13.068;14.195;P;M
433;0.047;101.443;0.10983;7.205;7.845;8.243;8.461;8.808;9.05;9.419;10.144;10.923;11.364;11.672;12.144;12.459;13.077;14.206;P;M
434;0.0467;101.515;0.10984;7.21;7.85;8.249;8.467;8.814;9.056;9.425;10.152;10.931;11.372;11.681;12.152;12.469;13.087;14.216;P;M
435;0.0465;101.586;0.10985;7.215;7.856;8.254;8.473;8.821;9.063;9.432;10.159;10.938;11.38;11.689;12.161;12.478;13.097;14.227;P;M
436;0.0462;101.657;0.10986;7.22;7.861;8.26;8.479;8.827;9.069;9.438;10.166;10.946;11.388;11.697;12.17;12.487;13.106;14.237;P;M
437;0.046;101.728;0.10987;7.225;7.866;8.265;8.485;8.833;9.075;9.445;10.173;10.954;11.396;11.706;12.179;12.496;13.116;14.248;P;M
438;0.0458;101.799;0.10988;7.23;7.872;8.271;8.49;8.839;9.081;9.452;10.18;10.962;11.404;11.714;12.187;12.505;13.125;14.259;P;M
439;0.0455;10.187;0.10989;7.235;7.877;8.277;8.496;8.845;9.088;9.458;10.187;10.969;11.413;11.722;12.196;12.514;13.135;14.269;P;M
440;0.0453;101.941;0.1099;7.24;7.883;8.282;8.502;8.851;9.094;9.465;10.194;10.977;11.421;11.731;12.205;12.523;13.145;14.28;P;M
441;0.045;102.011;0.10991;7.244;7.888;8.288;8.508;8.857;9.1;9.471;10.201;10.985;11.429;11.739;12.214;12.532;13.154;14.29;P;M
442;0.0448;102.082;0.10992;7.249;7.893;8.294;8.513;8.863;9.106;9.478;10.208;10.992;11.437;11.747;12.222;12.541;13.164;14.301;P;M
443;0.0445;102.153;0.10993;7.254;7.899;8.299;8.519;8.869;9.113;9.484;10.215;11;11.445;11.756;12.231;12.55;13.173;14.311;P;M
444;0.0443;102.224;0.10994;7.259;7.904;8.305;8.525;8.875;9.119;9.491;10.222;11.008;11.453;11.764;12.24;12.559;13.183;14.322;P;M
445;0.0441;102.294;0.10995;7.264;7.909;8.311;8.531;8.881;9.125;9.497;10.229;11.016;11.461;11.772;12.248;12.568;13.192;14.332;P;M
446;0.0438;102.365;0.10996;7.269;7.915;8.316;8.537;8.887;9.131;9.504;10.237;11.023;11.469;11.781;12.257;12.577;13.202;14.343;P;M
447;0.0436;102.435;0.10997;7.274;7.92;8.322;8.542;8.893;9.137;9.51;10.244;11.031;11.477;11.789;12.266;12.586;13.211;14.353;P;M
448;0.0433;102.506;0.10998;7.279;7.925;8.327;8.548;8.899;9.144;9.517;10.251;11.039;11.485;11.797;12.275;12.595;13.221;14.364;P;M
449;0.0431;102.576;0.10999;7.283;7.931;8.333;8.554;8.905;9.15;9.523;10.258;11.046;11.493;11.805;12.283;12.603;13.23;14.374;P;M
450;0.0429;102.647;0.11;7.288;7.936;8.339;8.56;8.911;9.156;9.53;10.265;11.054;11.501;11.814;12.292;12.612;13.24;14.385;P;M
451;0.0426;102.717;0.11001;7.293;7.941;8.344;8.565;8.917;9.162;9.536;10.272;11.062;11.509;11.822;12.301;12.621;13.249;14.395;P;M
452;0.0424;102.788;0.11002;7.298;7.947;8.35;8.571;8.923;9.169;9.543;10.279;11.069;11.517;11.83;12.309;12.63;13.259;14.406;P;M
453;0.0422;102.858;0.11003;7.303;7.952;8.355;8.577;8.929;9.175;9.549;10.286;11.077;11.525;11.838;12.318;12.639;13.268;14.416;P;M
454;0.0419;102.928;0.11005;7.308;7.957;8.361;8.583;8.935;9.181;9.555;10.293;11.085;11.533;11.847;12.327;12.648;13.278;14.427;P;M
455;0.0417;102.998;0.11006;7.312;7.962;8.366;8.588;8.941;9.187;9.562;10.3;11.092;11.541;11.855;12.335;12.657;13.287;14.438;P;M
456;0.0414;103.069;0.11007;7.317;7.968;8.372;8.594;8.947;9.193;9.568;10.307;11.1;11.549;11.863;12.344;12.666;13.297;14.448;P;M
457;0.0412;103.139;0.11008;7.322;7.973;8.378;8.6;8.953;9.199;9.575;10.314;11.108;11.557;11.872;12.353;12.675;13.306;14.459;P;M
458;0.041;103.209;0.11009;7.327;7.978;8.383;8.606;8.959;9.206;9.581;10.321;11.115;11.565;11.88;12.361;12.684;13.316;14.469;P;M
459;0.0407;103.279;0.1101;7.332;7.983;8.389;8.611;8.965;9.212;9.588;10.328;11.123;11.573;11.888;12.37;12.693;13.325;14.48;P;M
460;0.0405;103.349;0.11011;7.337;7.989;8.394;8.617;8.971;9.218;9.594;10.335;11.13;11.581;11.896;12.379;12.702;13.335;14.49;P;M
461;0.0403;103.419;0.11012;7.342;7.994;8.4;8.623;8.977;9.224;9.601;10.342;11.138;11.589;11.905;12.387;12.711;13.344;14.501;P;M
462;0.04;103.489;0.11013;7.346;7.999;8.405;8.629;8.983;9.23;9.607;10.349;11.146;11.597;11.913;12.396;12.72;13.353;14.511;P;M
463;0.0398;103.559;0.11014;7.351;8.005;8.411;8.634;8.989;9.236;9.613;10.356;11.153;11.605;11.921;12.405;12.729;13.363;14.521;P;M
464;0.0396;103.629;0.11015;7.356;8.01;8.417;8.64;8.995;9.242;9.62;10.363;11.161;11.613;11.929;12.413;12.738;13.372;14.532;P;M
465;0.0393;103.699;0.11016;7.361;8.015;8.422;8.646;9.001;9.249;9.626;10.37;11.169;11.621;11.938;12.422;12.746;13.382;14.542;P;M
466;0.0391;103.769;0.11017;7.366;8.02;8.428;8.651;9.007;9.255;9.633;10.377;11.176;11.629;11.946;12.431;12.755;13.391;14.553;P;M
467;0.0389;103.839;0.11019;7.37;8.026;8.433;8.657;9.013;9.261;9.639;10.384;11.184;11.637;11.954;12.439;12.765;13.401;14.564;P;M
468;0.0386;103.908;0.1102;7.375;8.031;8.439;8.663;9.019;9.267;9.645;10.391;11.191;11.645;11.962;12.448;12.773;13.41;14.574;P;M
469;0.0384;103.978;0.11021;7.38;8.036;8.444;8.668;9.025;9.273;9.652;10.398;11.199;11.653;11.971;12.457;12.782;13.42;14.585;P;M
470;0.0382;104.048;0.11022;7.385;8.041;8.45;8.674;9.031;9.279;9.658;10.405;11.207;11.661;11.979;12.465;12.791;13.429;14.595;P;M
471;0.0379;104.118;0.11023;7.39;8.047;8.455;8.68;9.037;9.285;9.665;10.412;11.214;11.669;11.987;12.474;12.8;13.439;14.605;P;M
472;0.0377;104.187;0.11024;7.394;8.052;8.461;8.685;9.043;9.291;9.671;10.419;11.222;11.677;11.995;12.482;12.809;13.448;14.616;P;M
473;0.0375;104.257;0.11025;7.399;8.057;8.466;8.691;9.049;9.298;9.678;10.426;11.229;11.685;12.003;12.491;12.818;13.457;14.626;P;M
474;0.0373;104.326;0.11026;7.404;8.062;8.472;8.697;9.054;9.304;9.684;10.433;11.237;11.693;12.012;12.499;12.827;13.467;14.636;P;M
475;0.037;104.396;0.11027;7.409;8.068;8.477;8.703;9.06;9.31;9.69;10.44;11.245;11.701;12.02;12.508;12.835;13.476;14.647;P;M
476;0.0368;104.465;0.11029;7.413;8.073;8.483;8.708;9.066;9.316;9.697;10.447;11.252;11.709;12.028;12.517;12.844;13.486;14.658;P;M
477;0.0366;104.535;0.1103;7.418;8.078;8.488;8.714;9.072;9.322;9.703;10.454;11.26;11.717;12.036;12.525;12.853;13.495;14.668;P;M
478;0.0363;104.604;0.11031;7.423;8.083;8.494;8.719;9.078;9.328;9.709;10.46;11.267;11.725;12.044;12.534;12.862;13.505;14.679;P;M
479;0.0361;104.674;0.11032;7.428;8.088;8.499;8.725;9.084;9.334;9.716;10.467;11.275;11.733;12.053;12.543;12.871;13.514;14.689;P;M
480;0.0359;104.743;0.11033;7.433;8.094;8.505;8.731;9.09;9.34;9.722;10.474;11.282;11.74;12.061;12.551;12.88;13.523;14.699;P;M
481;0.0357;104.813;0.11034;7.437;8.099;8.51;8.736;9.096;9.346;9.729;10.481;11.29;11.748;12.069;12.56;12.889;13.533;14.71;P;M
482;0.0354;104.882;0.11035;7.442;8.104;8.516;8.742;9.102;9.353;9.735;10.488;11.298;11.756;12.077;12.568;12.898;13.542;14.72;P;M
483;0.0352;104.951;0.11037;7.447;8.109;8.521;8.748;9.108;9.359;9.741;10.495;11.305;11.764;12.085;12.577;12.907;13.552;14.731;P;M
484;0.035;10.502;0.11038;7.451;8.114;8.527;8.753;9.113;9.365;9.748;10.502;11.313;11.772;12.094;12.586;12.915;13.561;14.741;P;M
485;0.0347;10.509;0.11039;7.456;8.12;8.532;8.759;9.119;9.371;9.754;10.509;11.32;11.78;12.102;12.594;12.924;13.571;14.752;P;M
486;0.0345;105.159;0.1104;7.461;8.125;8.538;8.765;9.125;9.377;9.76;10.516;11.328;11.788;12.11;12.603;12.933;13.58;14.762;P;M
487;0.0343;105.228;0.11041;7.466;8.13;8.543;8.77;9.131;9.383;9.767;10.523;11.335;11.796;12.118;12.611;12.942;13.589;14.772;P;M
488;0.0341;105.297;0.11042;7.471;8.135;8.549;8.776;9.137;9.389;9.773;10.53;11.343;11.804;12.126;12.62;12.951;13.598;14.783;P;M
489;0.0338;105.366;0.11044;7.475;8.14;8.554;8.781;9.143;9.395;9.779;10.537;11.35;11.812;12.134;12.629;12.96;13.608;14.793;P;M
490;0.0336;105.435;0.11045;7.48;8.145;8.56;8.787;9.149;9.401;9.786;10.544;11.358;11.82;12.143;12.637;12.968;13.617;14.804;P;M
491;0.0334;105.505;0.11046;7.485;8.151;8.565;8.793;9.155;9.407;9.792;10.551;11.366;11.828;12.151;12.646;12.977;13.627;14.814;P;M
492;0.0332;105.574;0.11047;7.489;8.156;8.571;8.798;9.161;9.413;9.798;10.557;11.373;11.836;12.159;12.654;12.986;13.636;14.825;P;M
493;0.0329;105.643;0.11048;7.494;8.161;8.576;8.804;9.167;9.419;9.805;10.564;11.381;11.843;12.167;12.663;12.995;13.646;14.835;P;M
494;0.0327;105.712;0.1105;7.499;8.166;8.581;8.81;9.172;9.425;9.811;10.571;11.388;11.851;12.175;12.671;13.004;13.655;14.846;P;M
495;0.0325;10.578;0.11051;7.503;8.171;8.587;8.815;9.178;9.431;9.817;10.578;11.396;11.859;12.183;12.68;13.013;13.664;14.856;P;M
496;0.0323;105.849;0.11052;7.508;8.176;8.592;8.821;9.184;9.437;9.824;10.585;11.403;11.867;12.192;12.688;13.021;13.674;14.866;P;M
497;0.032;105.918;0.11053;7.513;8.182;8.598;8.826;9.19;9.443;9.83;10.592;11.411;11.875;12.2;12.697;13.03;13.683;14.877;P;M
498;0.0318;105.987;0.11054;7.518;8.187;8.603;8.832;9.196;9.449;9.836;10.599;11.418;11.883;12.208;12.705;13.039;13.692;14.887;P;M
499;0.0316;106.056;0.11056;7.522;8.192;8.609;8.837;9.202;9.455;9.843;10.606;11.426;11.891;12.216;12.714;13.048;13.702;14.898;P;M
500;0.0314;106.125;0.11057;7.527;8.197;8.614;8.843;9.207;9.461;9.849;10.613;11.433;11.899;12.224;12.723;13.057;13.711;14.908;P;M
501;0.0312;106.193;0.11058;7.532;8.202;8.619;8.849;9.213;9.467;9.855;10.619;11.441;11.906;12.232;12.731;13.066;13.721;14.918;P;M
502;0.0309;106.262;0.11059;7.536;8.207;8.625;8.854;9.219;9.474;9.862;10.626;11.448;11.914;12.24;12.74;13.074;13.73;14.929;P;M
503;0.0307;106.331;0.1106;7.541;8.212;8.63;8.86;9.225;9.48;9.868;10.633;11.456;11.922;12.249;12.748;13.083;13.739;14.939;P;M
504;0.0305;106.399;0.11062;7.546;8.217;8.636;8.865;9.231;9.485;9.874;10.64;11.463;11.93;12.257;12.757;13.092;13.749;14.95;P;M
505;0.0303;106.468;0.11063;7.55;8.223;8.641;8.871;9.237;9.492;9.88;10.647;11.471;11.938;12.265;12.765;13.101;13.758;14.96;P;M
506;0.03;106.537;0.11064;7.555;8.228;8.647;8.877;9.243;9.498;9.887;10.654;11.478;11.946;12.273;12.774;13.11;13.767;14.97;P;M
507;0.0298;106.605;0.11065;7.56;8.233;8.652;8.882;9.248;9.504;9.893;10.661;11.486;11.954;12.281;12.782;13.118;13.777;14.98;P;M
508;0.0296;106.674;0.11067;7.564;8.238;8.657;8.888;9.254;9.51;9.899;10.667;11.493;11.962;12.289;12.791;13.127;13.786;14.991;P;M
509;0.0294;106.742;0.11068;7.569;8.243;8.663;8.893;9.26;9.516;9.906;10.674;11.501;11.969;12.297;12.799;13.136;13.795;15.001;P;M
510;0.0292;106.811;0.11069;7.574;8.248;8.668;8.899;9.266;9.522;9.912;10.681;11.508;11.977;12.305;12.808;13.145;13.805;15.012;P;M
511;0.0289;106.879;0.1107;7.579;8.253;8.674;8.904;9.272;9.528;9.918;10.688;11.516;11.985;12.313;12.816;13.154;13.814;15.022;P;M
512;0.0287;106.948;0.11072;7.583;8.258;8.679;8.91;9.277;9.534;9.924;10.695;11.523;11.993;12.322;12.825;13.163;13.824;15.033;P;M
513;0.0285;107.016;0.11073;7.588;8.263;8.684;8.915;9.283;9.539;9.931;10.702;11.531;12.001;12.33;12.833;13.171;13.833;15.043;P;M
514;0.0283;107.084;0.11074;7.592;8.269;8.69;8.921;9.289;9.545;9.937;10.708;11.538;12.009;12.338;12.842;13.18;13.842;15.053;P;M
515;0.0281;107.153;0.11075;7.597;8.274;8.695;8.927;9.295;9.552;9.943;10.715;11.545;12.016;12.346;12.85;13.189;13.851;15.064;P;M
516;0.0279;107.221;0.11077;7.602;8.279;8.7;8.932;9.3;9.557;9.949;10.722;11.553;12.024;12.354;12.859;13.198;13.861;15.074;P;M
517;0.0276;107.289;0.11078;7.606;8.284;8.706;8.938;9.306;9.563;9.956;10.729;11.56;12.032;12.362;12.867;13.206;13.87;15.085;P;M
518;0.0274;107.357;0.11079;7.611;8.289;8.711;8.943;9.312;9.569;9.962;10.736;11.568;12.04;12.37;12.876;13.215;13.879;15.095;P;M
519;0.0272;107.426;0.11081;7.615;8.294;8.716;8.949;9.318;9.575;9.968;10.743;11.575;12.048;12.378;12.885;13.224;13.889;15.106;P;M
520;0.027;107.494;0.11082;7.62;8.299;8.722;8.954;9.324;9.581;9.974;10.749;11.583;12.056;12.386;12.893;13.233;13.898;15.116;P;M
521;0.0268;107.562;0.11083;7.625;8.304;8.727;8.96;9.329;9.587;9.981;10.756;11.59;12.063;12.394;12.901;13.241;13.907;15.126;P;M
522;0.0266;10.763;0.11084;7.63;8.309;8.733;8.965;9.335;9.593;9.987;10.763;11.598;12.071;12.402;12.91;13.25;13.917;15.136;P;M
523;0.0263;107.698;0.11086;7.634;8.314;8.738;8.971;9.341;9.599;9.993;10.77;11.605;12.079;12.411;12.918;13.259;13.926;15.147;P;M
524;0.0261;107.766;0.11087;7.639;8.319;8.743;8.976;9.347;9.605;9.999;10.777;11.613;12.087;12.419;12.927;13.268;13.935;15.157;P;M
525;0.0259;107.835;0.11088;7.643;8.325;8.749;8.982;9.353;9.611;10.006;10.784;11.62;12.095;12.427;12.935;13.277;13.945;15.167;P;M
526;0.0257;107.903;0.1109;7.648;8.329;8.754;8.987;9.358;9.617;10.012;10.79;11.628;12.103;12.435;12.944;13.285;13.954;15.178;P;M
527;0.0255;107.971;0.11091;7.653;8.335;8.759;8.993;9.364;9.623;10.018;10.797;11.635;12.11;12.443;12.952;13.294;13.964;15.188;P;M
528;0.0253;108.039;0.11092;7.657;8.34;8.765;8.998;9.37;9.629;10.024;10.804;11.642;12.118;12.451;12.961;13.303;13.973;15.199;P;M
529;0.025;108.107;0.11094;7.662;8.345;8.77;9.004;9.376;9.635;10.031;10.811;11.65;12.126;12.459;12.97;13.312;13.982;15.209;P;M
530;0.0248;108.174;0.11095;7.666;8.35;8.775;9.009;9.381;9.641;10.037;10.817;11.657;12.134;12.467;12.978;13.32;13.991;15.219;P;M
531;0.0246;108.242;0.11096;7.671;8.355;8.781;9.015;9.387;9.647;10.043;10.824;11.665;12.141;12.475;12.986;13.329;14.001;15.23;P;M
532;0.0244;10.831;0.11098;7.675;8.36;8.786;9.02;9.393;9.653;10.049;10.831;11.672;12.149;12.483;12.995;13.338;14.01;15.24;P;M
533;0.0242;108.378;0.11099;7.68;8.365;8.791;9.026;9.399;9.659;10.055;10.838;11.679;12.157;12.491;13.003;13.347;14.019;15.25;P;M
534;0.024;108.446;0.111;7.685;8.37;8.797;9.031;9.404;9.665;10.062;10.845;11.687;12.165;12.499;13.012;13.355;14.029;15.261;P;M
535;0.0238;108.514;0.11102;7.689;8.375;8.802;9.037;9.41;9.67;10.068;10.851;11.694;12.173;12.508;13.02;13.364;14.038;15.271;P;M
536;0.0236;108.582;0.11103;7.694;8.38;8.807;9.042;9.416;9.676;10.074;10.858;11.702;12.181;12.516;13.029;13.373;14.047;15.282;P;M
537;0.0233;108.649;0.11104;7.698;8.385;8.813;9.048;9.422;9.682;10.08;10.865;11.709;12.188;12.523;13.037;13.382;14.056;15.292;P;M
538;0.0231;108.717;0.11106;7.703;8.39;8.818;9.053;9.427;9.688;10.086;10.872;11.717;12.196;12.532;13.046;13.39;14.066;15.302;P;M
539;0.0229;108.785;0.11107;7.708;8.395;8.823;9.059;9.433;9.694;10.093;10.879;11.724;12.204;12.54;13.054;13.399;14.075;15.313;P;M
540;0.0227;108.852;0.11108;7.712;8.4;8.829;9.064;9.439;9.7;10.099;10.885;11.731;12.212;12.548;13.062;13.408;14.084;15.323;P;M
541;0.0225;10.892;0.1111;7.717;8.405;8.834;9.069;9.444;9.706;10.105;10.892;11.739;12.219;12.556;13.071;13.417;14.094;15.333;P;M
542;0.0223;108.988;0.11111;7.721;8.41;8.839;9.075;9.45;9.712;10.111;10.899;11.746;12.227;12.564;13.079;13.425;14.103;15.344;P;M
543;0.0221;109.055;0.11113;7.726;8.415;8.844;9.08;9.456;9.718;10.117;10.906;11.754;12.235;12.572;13.088;13.434;14.112;15.354;P;M
544;0.0219;109.123;0.11114;7.73;8.42;8.85;9.086;9.462;9.724;10.124;10.912;11.761;12.243;12.58;13.096;13.443;14.122;15.364;P;M
545;0.0217;109.191;0.11115;7.735;8.425;8.855;9.091;9.467;9.73;10.13;10.919;11.768;12.251;12.588;13.105;13.452;14.131;15.375;P;M
546;0.0214;109.258;0.11117;7.739;8.43;8.86;9.097;9.473;9.735;10.136;10.926;11.776;12.258;12.596;13.113;13.46;14.14;15.385;P;M
547;0.0212;109.326;0.11118;7.744;8.435;8.866;9.102;9.479;9.741;10.142;10.933;11.783;12.266;12.604;13.122;13.469;14.15;15.396;P;M
548;0.021;109.393;0.1112;7.748;8.44;8.871;9.108;9.484;9.747;10.148;10.939;11.791;12.274;12.612;13.13;13.478;14.159;15.406;P;M
549;0.0208;109.461;0.11121;7.753;8.445;8.876;9.113;9.49;9.753;10.154;10.946;11.798;12.282;12.62;13.139;13.487;14.168;15.416;P;M
550;0.0206;109.528;0.11122;7.758;8.45;8.881;9.119;9.496;9.759;10.161;10.953;11.805;12.289;12.628;13.147;13.495;14.177;15.426;P;M
551;0.0204;109.596;0.11124;7.762;8.455;8.887;9.124;9.501;9.765;10.167;10.96;11.813;12.297;12.636;13.156;13.504;14.187;15.437;P;M
552;0.0202;109.663;0.11125;7.767;8.46;8.892;9.129;9.507;9.771;10.173;10.966;11.82;12.305;12.644;13.164;13.513;14.196;15.447;P;M
553;0.02;10.973;0.11127;7.771;8.465;8.897;9.135;9.513;9.776;10.179;10.973;11.828;12.313;12.652;13.172;13.521;14.205;15.458;P;M
554;0.0198;109.798;0.11128;7.776;8.47;8.902;9.14;9.519;9.782;10.185;10.98;11.835;12.32;12.66;13.181;13.53;14.215;15.468;P;M
555;0.0196;109.865;0.11129;7.78;8.475;8.908;9.146;9.524;9.788;10.191;10.987;11.842;12.328;12.668;13.189;13.539;14.224;15.478;P;M
556;0.0194;109.932;0.11131;7.785;8.48;8.913;9.151;9.53;9.794;10.198;10.993;11.85;12.336;12.676;13.198;13.548;14.233;15.489;P;M
557;0.0192;11;0.11132;7.789;8.485;8.918;9.157;9.536;9.8;10.204;11;11.857;12.344;12.684;13.206;13.556;14.242;15.499;P;M
558;0.0189;110.067;0.11134;7.794;8.49;8.923;9.162;9.541;9.806;10.21;11.007;11.864;12.351;12.692;13.215;13.565;14.252;15.51;P;M
559;0.0187;110.134;0.11135;7.798;8.495;8.929;9.167;9.547;9.812;10.216;11.013;11.872;12.359;12.7;13.223;13.574;14.261;15.52;P;M
560;0.0185;110.202;0.11137;7.803;8.5;8.934;9.173;9.553;9.818;10.222;11.02;11.879;12.367;12.708;13.232;13.583;14.271;15.53;P;M
561;0.0183;110.269;0.11138;7.807;8.505;8.939;9.178;9.558;9.824;10.228;11.027;11.887;12.375;12.716;13.24;13.591;14.28;15.54;P;M
562;0.0181;110.336;0.11139;7.812;8.51;8.945;9.184;9.564;9.829;10.234;11.034;11.894;12.382;12.724;13.248;13.6;14.289;15.551;P;M
563;0.0179;110.403;0.11141;7.816;8.515;8.95;9.189;9.57;9.835;10.241;11.04;11.901;12.39;12.732;13.257;13.609;14.298;15.561;P;M
564;0.0177;11.047;0.11142;7.821;8.52;8.955;9.194;9.575;9.841;10.247;11.047;11.909;12.398;12.74;13.265;13.617;14.307;15.571;P;M
565;0.0175;110.537;0.11144;7.825;8.524;8.96;9.2;9.581;9.847;10.253;11.054;11.916;12.406;12.748;13.274;13.626;14.317;15.582;P;M
566;0.0173;110.605;0.11145;7.83;8.529;8.966;9.205;9.587;9.853;10.259;11.061;11.923;12.413;12.756;13.282;13.635;14.326;15.592;P;M
567;0.0171;110.672;0.11147;7.834;8.534;8.971;9.211;9.592;9.859;10.265;11.067;11.931;12.421;12.764;13.291;13.643;14.335;15.603;P;M
568;0.0169;110.739;0.11148;7.839;8.539;8.976;9.216;9.598;9.864;10.271;11.074;11.938;12.429;12.772;13.299;13.652;14.344;15.613;P;M
569;0.0167;110.806;0.1115;7.843;8.544;8.981;9.221;9.604;9.87;10.277;11.081;11.945;12.437;12.78;13.307;13.661;14.354;15.623;P;M
570;0.0165;110.873;0.11151;7.848;8.549;8.986;9.227;9.609;9.876;10.284;11.087;11.953;12.444;12.788;13.316;13.669;14.363;15.634;P;M
571;0.0163;11.094;0.11153;7.852;8.554;8.992;9.232;9.615;9.882;10.29;11.094;11.96;12.452;12.796;13.324;13.678;14.372;15.644;P;M
572;0.0161;111.007;0.11154;7.857;8.559;8.997;9.237;9.621;9.888;10.296;11.101;11.968;12.46;12.804;13.333;13.687;14.382;15.654;P;M
573;0.0159;111.074;0.11156;7.861;8.564;9.002;9.243;9.626;9.894;10.302;11.107;11.975;12.468;12.812;13.341;13.696;14.391;15.665;P;M
574;0.0157;111.141;0.11157;7.866;8.569;9.007;9.248;9.632;9.899;10.308;11.114;11.982;12.475;12.82;13.349;13.704;14.4;15.675;P;M
575;0.0155;111.208;0.11159;7.87;8.574;9.012;9.254;9.637;9.905;10.314;11.121;11.99;12.483;12.828;13.358;13.713;14.41;15.686;P;M
576;0.0153;111.275;0.1116;7.875;8.579;9.018;9.259;9.643;9.911;10.32;11.128;11.997;12.491;12.836;13.366;13.722;14.419;15.696;P;M
577;0.0151;111.342;0.11162;7.879;8.584;9.023;9.264;9.649;9.917;10.326;11.134;12.004;12.498;12.844;13.375;13.731;14.428;15.706;P;M
578;0.0149;111.409;0.11163;7.883;8.589;9.028;9.27;9.654;9.923;10.332;11.141;12.012;12.506;12.852;13.383;13.739;14.437;15.716;P;M
579;0.0147;111.476;0.11165;7.888;8.593;9.033;9.275;9.66;9.928;10.339;11.148;12.019;12.514;12.86;13.392;13.748;14.447;15.727;P;M
580;0.0144;111.543;0.11166;7.892;8.598;9.039;9.281;9.666;9.934;10.345;11.154;12.026;12.522;12.868;13.4;13.757;14.456;15.737;P;M
581;0.0142;11.161;0.11168;7.897;8.603;9.044;9.286;9.671;9.94;10.351;11.161;12.034;12.529;12.877;13.408;13.765;14.465;15.748;P;M
582;0.014;111.676;0.11169;7.901;8.608;9.049;9.291;9.677;9.946;10.357;11.168;12.041;12.537;12.884;13.417;13.774;14.474;15.758;P;M
583;0.0138;111.743;0.11171;7.906;8.613;9.054;9.296;9.682;9.952;10.363;11.174;12.048;12.545;12.892;13.425;13.783;14.484;15.768;P;M
584;0.0136;11.181;0.11172;7.91;8.618;9.059;9.302;9.688;9.958;10.369;11.181;12.056;12.552;12.9;13.433;13.791;14.493;15.779;P;M
585;0.0134;111.877;0.11174;7.915;8.623;9.064;9.307;9.694;9.963;10.375;11.188;12.063;12.56;12.908;13.442;13.8;14.502;15.789;P;M
586;0.0132;111.944;0.11175;7.919;8.628;9.07;9.313;9.699;9.969;10.381;11.194;12.07;12.568;12.916;13.45;13.809;14.511;15.799;P;M
587;0.013;112.011;0.11177;7.924;8.633;9.075;9.318;9.705;9.975;10.387;11.201;12.078;12.576;12.924;13.459;13.818;14.521;15.81;P;M
588;0.0128;112.077;0.11178;7.928;8.638;9.08;9.323;9.711;9.981;10.393;11.208;12.085;12.583;12.932;13.467;13.826;14.53;15.82;P;M
589;0.0126;112.144;0.1118;7.932;8.642;9.085;9.329;9.716;9.987;10.399;11.214;12.092;12.591;12.94;13.476;13.835;14.539;15.83;P;M
590;0.0124;112.211;0.11182;7.937;8.647;9.09;9.334;9.722;9.992;10.406;11.221;12.1;12.599;12.948;13.484;13.844;14.549;15.841;P;M
591;0.0122;112.278;0.11183;7.941;8.652;9.096;9.339;9.727;9.998;10.412;11.228;12.107;12.607;12.956;13.492;13.852;14.558;15.851;P;M
592;0.012;112.345;0.11185;7.946;8.657;9.101;9.345;9.733;10.004;10.418;11.235;12.114;12.614;12.964;13.501;13.861;14.567;15.862;P;M
593;0.0118;112.411;0.11186;7.95;8.662;9.106;9.35;9.739;10.01;10.424;11.241;12.122;12.622;12.972;13.509;13.87;14.576;15.872;P;M
594;0.0116;112.478;0.11188;7.955;8.667;9.111;9.355;9.744;10.016;10.43;11.248;12.129;12.63;12.98;13.518;13.878;14.586;15.882;P;M
595;0.0114;112.545;0.11189;7.959;8.672;9.116;9.361;9.75;10.021;10.436;11.255;12.136;12.637;12.988;13.526;13.887;14.595;15.893;P;M
596;0.0112;112.612;0.11191;7.963;8.677;9.122;9.366;9.755;10.027;10.442;11.261;12.144;12.645;12.996;13.535;13.896;14.604;15.903;P;M
597;0.0111;112.678;0.11192;7.968;8.682;9.127;9.371;9.761;10.033;10.448;11.268;12.151;12.653;13.004;13.543;13.904;14.613;15.913;P;M
598;0.0109;112.745;0.11194;7.972;8.686;9.132;9.377;9.767;10.039;10.454;11.275;12.158;12.661;13.012;13.551;13.913;14.623;15.924;P;M
599;0.0107;112.812;0.11196;7.977;8.691;9.137;9.382;9.772;10.045;10.46;11.281;12.166;12.668;13.02;13.56;13.922;14.632;15.934;P;M
600;0.0105;112.878;0.11197;7.981;8.696;9.142;9.387;9.778;10.05;10.466;11.288;12.173;12.676;13.028;13.568;13.931;14.641;15.944;P;M
601;0.0103;112.945;0.11199;7.985;8.701;9.147;9.393;9.783;10.056;10.472;11.295;12.18;12.684;13.036;13.577;13.939;14.651;15.955;P;M
602;0.0101;113.012;0.112;7.99;8.706;9.153;9.398;9.789;10.062;10.479;11.301;12.188;12.691;13.044;13.585;13.948;14.66;15.965;P;M
603;0.0099;113.078;0.11202;7.994;8.711;9.158;9.403;9.795;10.068;10.485;11.308;12.195;12.699;13.052;13.593;13.957;14.669;15.976;P;M
